,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
462,"ASUS Asus Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","₹69,990","₹50,690",3.9,(300),,27% off,5,0,1,0.0,1,0,0,0
463,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
464,"ASUS Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ512WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)","₹57,990","₹41,590",1.7,3 Ratings & 0 Reviews,,28% off,0,0,1,0.0,2,0,0,0
465,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5062TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","₹1,94,990","₹1,14,990",4.2,46 Ratings & 11 Reviews,",A Stealth Work Laptop for Professionals!!,Super!,Super!,Terrific purchase,Great product,Fabulous!,Brilliant,Really Nice,Mind-blowing purchase,Great product",41% off,30,8,2,1.0,5,8,1,2
466,"ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) GA503QM-HQ172TS Gaming Laptop  (15.6 inches, Moonlight White, 1.90 kg, With MS Office)","₹1,89,990","₹1,41,990",4.2,78 Ratings & 15 Reviews,",Did not meet expectations,Best in the market!,Classy product,Very poor,Perfect product!,Absolute rubbish!,Wonderful,Classy product,Not good,Utterly Disappointed",25% off,49,13,5,2.0,9,5,3,3
467,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
468,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1002TU Thin and Light Laptop  (14 inch, Tranquil Pink, 1.41 kg)","₹79,445","₹65,999",4.5,33 Ratings & 2 Reviews,",Wonderful,Just wow!",16% off,21,11,0,0.0,1,2,0,1
469,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5518 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.64 kg, With MS Office)","₹88,711","₹71,190",4.1,12 Ratings & 2 Reviews,",Great product,Did not meet expectations",19% off,7,1,3,0.0,1,1,0,2
470,"MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop  (14 inch, Carbon Grey, 1.3 kg)","₹57,240","₹56,490",4.5,827 Ratings & 113 Reviews,",Fabulous!,Worth every penny,Worth the money,Just wow!,Wonderful,Best light weight all-rounder laptop,Worst experience ever!,Awesome,Terrific purchase,Good choice",1% off,559,191,37,13.0,27,9,1,1
471,"acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop  (15.6 Inch, Charcoal Black, 1.7 Kg)","₹52,990","₹33,990",3.2,0,,35% off,559,191,37,13.0,27,0,0,0
472,"ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook  (11.6 inch, Dark Grey, 1.20 Kg)","₹29,990","₹20,990",4.1,"1,171 Ratings & 202 Reviews",",Best for Web Browsing,Excellent WFH/Kids Online class gadget with ONE MAJOR FLAW,Excellent,Just wow!,Good choice,Terrific purchase,Decent product,Good Budget Friendly Product,Great product,Really Nice",30% off,628,298,86,30.0,129,9,0,2
473,"HP Spectre x360 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)","₹1,55,437","₹1,10,990",4.6,"(3,009)",,28% off,628,298,86,30.0,129,0,0,0
474,"acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook  (15.6 Inch, Pure Silver, 1.9 kg)","₹42,999","₹31,990",4.4,24 Ratings & 1 Reviews,",Excellent",25% off,13,9,1,0.0,1,1,0,1
475,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","₹75,023","₹63,990",4.3,6 Ratings & 0 Reviews,,14% off,3,2,1,0.0,0,0,0,0
476,"acer Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 2050) A515-57G Gaming Laptop  (15.6 inch, Steel Gray, 1.8 Kg)","₹79,990","₹62,990",3.2,"(15,117)",,21% off,3,2,1,0.0,0,0,0,0
477,"acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-5G/ A715-51G-57Y1 Gaming Laptop  (15.6 inch, Charcoal Black, 2.1 Kg)","₹89,999","₹59,990",3.9,20 Ratings & 3 Reviews,",Wonderful",33% off,11,3,2,1.0,3,1,0,1
478,"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)","₹46,263","₹32,990",4.2,264 Ratings & 21 Reviews,",Fabulous!,Terrific,Great product,Very Good,Don't waste your money,Hated it!,Worth every penny,Classy product,Does the job,Awesome",28% off,149,64,24,4.0,23,8,1,2
479,"ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) FX577ZE-HN056W Gaming Laptop  (15.6 inch, Jaeger Gray, 2.20 kg)","₹1,37,990","₹1,16,990",3.8,4 Ratings & 1 Reviews,",Good quality product",15% off,2,1,0,0.0,1,1,0,1
480,"LG Gram 14 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z90N Laptop  (14 inch, Dark Silver, 0.999 g)","₹99,000","₹67,490",4.6,76 Ratings & 25 Reviews,",Awesome,Super!,Brilliant,Awesome,Wonderful,Best in the market!,Good quality product,Must buy!,Wonderful,Simply awesome",31% off,54,17,3,0.0,2,9,0,2
481,"acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-57 Gaming Laptop  (15.6 inch, Shale Black, 2.2 kg)","₹99,990","₹64,990",4.2,5 Ratings & 1 Reviews,",Great product",35% off,4,0,0,0.0,1,1,0,1
482,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook  (15.6 Inch, Soft Mint, 1.83 KG, With MS Office)","₹49,613","₹45,890",4.3,748 Ratings & 95 Reviews,",Good quality product,good for the budget but heating is on the higher side.,Great product,Perfect product!,Great product,Best in the market!,Delightful,Budget Laptop 40k,Very Good,Classy product",7% off,442,196,58,21.0,31,9,0,2
483,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,442,196,58,21.0,31,0,0,0
484,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop  (13.4 inch, Platinum Silver, 1.16 kg, With MS Office)","₹1,49,645","₹1,14,190",4.6,"(61,939)",,23% off,442,196,58,21.0,31,0,0,0
485,"ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060/144 Hz) FA777RM-HX019W Gaming Laptop  (17.3 Inch, Jaeger Gray, 2.60 Kg)","₹1,53,990","₹1,25,990",4.6,0,,18% off,442,196,58,21.0,31,0,0,0
486,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)","₹54,435","₹41,390",4.6,"(11,311)",,23% off,442,196,58,21.0,31,0,0,0
487,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
488,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹45,376","₹44,413",4.2,"1,133 Ratings & 98 Reviews",",Perfect product!,Wonderful,Must buy!,Delightful,Worth every penny,Excellent,Delightful,Just wow!,Terrific,Value-for-money",2% off,627,288,100,25.0,93,8,0,3
489,"DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)","₹1,31,067","₹1,04,990",4.0,4 Ratings & 1 Reviews,",Must buy!",19% off,3,0,0,0.0,1,0,0,2
490,"HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq5010TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","₹68,465","₹57,990",3.6,"(9,041)",,15% off,3,0,0,0.0,1,0,0,0
491,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
492,"Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Noble Red, 1.48 kg)","₹59,999","₹39,990",4.1,"1,001 Ratings & 170 Reviews",",Perfect product!,Wonderful,Terrific,Super!,Best in the market!,Terrific purchase,Simply awesome,Terrific purchase,Simply awesome,Mind-blowing purchase",33% off,571,223,81,27.0,99,9,0,2
493,"DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) D560784WIN9S Laptop  (15.6 inch, Platnium Silver, With MS Office)","₹74,618","₹57,490",3.5,0,,22% off,571,223,81,27.0,99,0,0,0
494,"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg, With MS Office)","₹54,999","₹47,990",4.4,"7,712 Ratings & 1,222 Reviews",",Delightful,Decent product,Fabulous!,Just wow!,Pretty good,Brilliant,Awesome,Classy product,Really Nice,Good",12% off,"5,080","1,744",380,101.0,407,9,0,2
495,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A  (13.3 inch, Silver, 1.29 kg)","₹99,900","₹96,990",4.7,"7,508 Ratings & 697 Reviews",",Value-for-money,Classy product,Highly recommended,Just wow!,Mind-blowing purchase,Mind-blowing purchase,Fabulous!,Classy product,Terrific,Very Good",2% off,"6,203",889,149,54.0,213,7,0,4
496,"MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) Raider GE66 12UGS-096IN Gaming Laptop  (15.6 inch, Titanium Blue, 2.38 kg)","₹2,79,990","₹2,59,990",4.6,(26),,7% off,"6,203",889,149,54.0,213,0,0,0
497,"DELL G3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) G3 3500 Gaming Laptop  (15.6 inch, Black, 2.3 kg)","₹78,584","₹71,990",4.3,404 Ratings & 44 Reviews,",Wonderful,Perfect product!,Brilliant,Good choice,Super!,Just wow!,Unsatisfactory,Did not meet expectations,Value-for-money,Worth the money",8% off,250,97,21,7.0,29,7,0,4
498,"ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 Ti) m15R3 Gaming Laptop  (15.6 inch, Lunar Light, 2.5 kg, With MS Office)","₹2,23,322","₹1,99,990",4.9,12 Ratings & 0 Reviews,,10% off,11,1,0,0.0,0,0,0,0
499,"DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop  (14 inch, Pebble Green, 1.56 Kg, With MS Office)","₹93,461","₹71,190",4.8,11 Ratings & 0 Reviews,,23% off,9,2,0,0.0,0,0,0,0
500,"HP 14s Celeron Dual Core - (8 GB/256 GB SSD/Windows 10 Home) 14s-dq3017TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 KG, With MS Office)","₹30,298","₹29,190",4.0,"1,764 Ratings & 252 Reviews",",Must buy!,Excellent,Terrific purchase,Simply awesome,Nice product,Decent product,Super!,Nice,Decent product,Excellent",3% off,900,448,168,66.0,182,7,0,4
501,"ASUS VivoBook S S15 ScreenPad Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S532EQ-BQ702TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.8 Kg, With MS Office)","₹1,04,990","₹78,990",4.4,38 Ratings & 4 Reviews,",Fabulous!,Good choice,Pretty good,Waste of money!",24% off,23,12,1,0.0,2,3,1,1
502,"acer Aspire 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.7 kg, With MS Office)","₹59,990","₹47,990",3.2,(6),,20% off,23,12,1,0.0,2,0,0,0
503,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN310W Gaming Laptop  (15.6 inch, Black, 2.30 kg)","₹80,990","₹62,480",4.7,9 Ratings & 0 Reviews,,22% off,7,1,1,0.0,0,0,0,0
504,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg, With MS Office)","₹89,490","₹72,500",4.4,144 Ratings & 21 Reviews,",Terrific purchase,Best in the market!,Terrific purchase,Simply awesome,Fabulous!,Great product,Terrific purchase,Not good,Just wow!,Terrific",18% off,95,34,5,3.0,7,9,1,1
505,"Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Laptop  (14 inch, Black, 1.4 KG)","₹82,990","₹45,990",4.2,13 Ratings & 2 Reviews,",Highly recommended,Super!",44% off,9,2,0,0.0,2,2,0,1
506,"MSI Modern 14 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-424IN Laptop  (14 inch, Carbon Grey, 1.3 kg)","₹52,491","₹47,490",4.4,513 Ratings & 99 Reviews,",Tough & Sturdy....buy it for long term,Best in the market!,Fair,Just okay,Value-for-money,Wonderful,Excellent,Wonderful,Worth every penny,For A student",9% off,317,140,28,4.0,24,7,1,3
507,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,317,140,28,4.0,24,0,0,0
508,"Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","₹93,690","₹58,999",3.8,97 Ratings & 15 Reviews,",Simply awesome,Mind-blowing purchase,Just okay,Could be way better,Perfect product!,Moderate,Super!,Excellent,Bad quality,Highly recommended",37% off,42,28,8,8.0,11,7,1,3
509,"Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Laptop  (14 Inch, Black, 1.55 KG)",0,"₹1,55,411",4.6,"(61,939)",,0% off,42,28,8,8.0,11,0,0,0
510,"DELL Vostro Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5415 Thin and Light Laptop  (14 inch, Titan Grey, 1.5 kg, With MS Office)","₹76,494","₹56,290",4.0,7 Ratings & 1 Reviews,",Fabulous!",26% off,3,3,0,0.0,1,1,0,1
511,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
512,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A  (14.2 inch, Space Grey�, 1.6 kg)","₹2,39,900","₹2,25,990",4.8,80 Ratings & 14 Reviews,",Great product,Great product,Highly recommended,Fabulous!,Fabulous!,Awesome,Terrific,Wonderful,Terrific purchase,Terrific",5% off,70,7,0,0.0,3,10,0,1
513,"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)","₹3,13,990","₹2,79,990",4.6,"(61,939)",,10% off,70,7,0,0.0,3,0,0,0
514,"acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) PH315-54 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.3 Kg)","₹1,61,999","₹1,19,990",4.6,"(61,939)",,25% off,70,7,0,0.0,3,0,0,0
515,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
516,"acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook  (14 inch, Silver)","₹32,990","₹27,490",4.6,(6),,16% off,6,4,0,0.0,0,0,0,0
517,"DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) D560815WIN9B Laptop  (15.6 inch, Carbon Black, With MS Office)","₹47,990","₹41,990",3.5,(51),,12% off,6,4,0,0.0,0,0,0,0
518,"ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-BQ502WS Laptop  (15.6 inch, Quiet Blue, 1.7 kg, With MS Office)","₹72,990","₹58,980",4.3,(300),,19% off,6,4,0,0.0,0,0,0,0
519,"HP 15-ec1105AX Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-ec1105AX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 1.98 Kg)","₹70,172","₹59,890",4.5,"1,168 Ratings & 151 Reviews",",Worth every penny,Wonderful,Very Good,Great product,Wonderful,Super!,Really Nice,Perfect product!,Brilliant,Just go for it if you're budget is within 50-60k",14% off,768,301,55,9.0,35,9,0,2
520,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","₹50,000","₹49,900",4.3,"1,624 Ratings & 215 Reviews",",Just wow!,Value-for-money,Just wow!,Terrific purchase,Pretty good,Excellent,Perfect product!,Very Good,Wonderful,Highly recommended",0% off,958,447,98,31.0,90,9,0,2
521,"HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop  (13.3 inch, Poseidon Blue, 1.27 kg)","₹1,52,042","₹1,26,000",5.0,2 Ratings & 1 Reviews,",Worth every penny",17% off,2,0,0,0.0,0,1,0,1
522,"Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in 1 Laptop  (14 inch, Mineral Grey, 1.5 kg, With MS Office)","₹1,09,696","₹84,990",4.2,34 Ratings & 6 Reviews,",Terrific purchase,Best 2 in 1 upgradable laptop!,Worth every penny,Nice,Fabulous!",22% off,18,12,1,0.0,3,5,0,1
523,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)","₹54,723","₹44,390",4.3,18 Ratings & 1 Reviews,",Mind-blowing purchase",18% off,11,5,0,0.0,2,0,0,2
524,"HP Pavilion Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0208TU Thin and Light Laptop  (14 Inch, Spruce Blue, 1.52 Kg, With MS Office)","₹69,267","₹56,190",3.1,"(9,041)",,18% off,11,5,0,0.0,2,0,0,0
525,"Lenovo Ideapad 320 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) IP 320S Laptop  (14 inch, Minaral Grey, 1.7 kg)",0,"₹38,000",4.0,834 Ratings & 152 Reviews,",Mind-blowing purchase,Overall its an excellent deal!,Good Product with GST issues,Brilliant,Must buy!,Highly recommend this laptop,Must buy!,Super fast delivery,Terrific,Pretty good",0% off,392,260,71,34.0,77,7,0,4
526,"MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) Katana GF66 12UD-472IN Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)","₹1,11,990","₹85,990",4.6,"(3,220)",,23% off,392,260,71,34.0,77,0,0,0
527,"ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) GZ301ZC-LD123WS Gaming Laptop  (13.4 Inch, Black, 1.18 Kg, With MS Office)","₹2,15,990","₹1,71,990",4.6,(26),,20% off,392,260,71,34.0,77,0,0,0
528,"acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook  (15.6 Inch, Pure Silver, 1.9 kg)","₹42,999","₹31,990",4.4,24 Ratings & 1 Reviews,,25% off,13,9,1,0.0,1,0,0,0
529,"ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook  (11.6 inch, Dark Grey, 1.20 Kg)","₹29,990","₹20,990",4.1,"1,171 Ratings & 202 Reviews",",Best for Web Browsing,Excellent WFH/Kids Online class gadget with ONE MAJOR FLAW,Excellent,Just wow!,Good choice,Terrific purchase,Decent product,Good Budget Friendly Product,Great product,Really Nice",30% off,628,298,86,30.0,129,9,0,2
530,"HP Spectre x360 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)","₹1,55,437","₹1,10,990",4.6,"(3,009)",,28% off,628,298,86,30.0,129,0,0,0
531,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,628,298,86,30.0,129,0,0,0
532,"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)","₹46,263","₹32,990",4.2,264 Ratings & 21 Reviews,",Fabulous!,Terrific,Great product,Don't waste your money,Very Good,Hated it!,Classy product,Worth every penny,Classy product,Pretty good",28% off,149,64,24,4.0,23,9,1,1
533,"acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-5G/ A715-51G-57Y1 Gaming Laptop  (15.6 inch, Charcoal Black, 2.1 Kg)","₹89,999","₹59,990",3.9,20 Ratings & 3 Reviews,",Wonderful",33% off,11,3,2,1.0,3,1,0,1
534,"ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) GA503QM-HQ172TS Gaming Laptop  (15.6 inches, Moonlight White, 1.90 kg, With MS Office)","₹1,89,990","₹1,41,990",4.2,78 Ratings & 15 Reviews,",Did not meet expectations,Best in the market!,Classy product,Perfect product!,Very poor,Absolute rubbish!,Wonderful,Classy product,Not good,Utterly Disappointed",25% off,49,13,5,2.0,9,5,3,3
535,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
536,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","₹85,879","₹74,990",3.5,0,,12% off,13,13,4,1.0,1,0,0,0
